RespondentID,StartDate,EndDate,IP_Address,Pop_Code,Region,Family_Name,Given_Name,email,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,EarthTrek_name,Population_Type,Type_Other,Understory,Roadside,Hand_Removal,Herbicide,Mowing,Biocontrol,None_Known,Sampled_Before,NPlots,P1Ros,P1Adult,P1Ros0,P1Ros20,P1Ros40,P1Ros60,P1Ros80,P1Adult0,P1Adult20,P1Adult40,P1Adult60,P1Adult80,P1Fruits0,P1Fruits20,P1Fruits40,P1Fruits60,P1Fruits80,P1Leaves0,P1Leaves20,P1Leaves40,P1Leaves60,P1Leaves80,P1Dmg0,P1Dmg20,P1Dmg40,P1Dmg60,P1Dmg80,P2Ros,P2Adult,P2Ros0,P2Ros20,P2Ros40,P2Ros60,P2Ros80,P2Adult0,P2Adult20,P2Adult40,P2Adult60,P2Adult80,P2Fruits0,P2Fruits20,P2Fruits40,P2Fruits60,P2Fruits80,P2Leaves0,P2Leaves20,P2Leaves40,P2Leaves60,P2Leaves80,P2Dmg0,P2Dmg20,P2Dmg40,P2Dmg60,P2Dmg80,P3Ros,P3Adult,P3Ros0,P3Ros20,P3Ros40,P3Ros60,P3Ros80,P3Adult0,P3Adult20,P3Adult40,P3Adult60,P3Adult80,P3Fruits0,P3Fruits20,P3Fruits40,P3Fruits60,P3Fruits80,P3Leaves0,P3Leaves20,P3Leaves40,P3Leaves60,P3Leaves80,P3Dmg0,P3Dmg20,P3Dmg40,P3Dmg60,P3Dmg80,P4Ros,P4Adult,P4Ros0,P4Ros20,P4Ros40,P4Ros60,P4Ros80,P4Adult0,P4Adult20,P4Adult40,P4Adult60,P4Adult80,P4Fruits0,P4Fruits20,P4Fruits40,P4Fruits60,P4Fruits80,P4Leaves0,P4Leaves20,P4Leaves40,P4Leaves60,P4Leaves80,P4Dmg0,P4Dmg20,P4Dmg40,P4Dmg60,P4Dmg80,P5Ros,P5Adult,P5Ros0,P5Ros20,P5Ros40,P5Ros60,P5Ros80,P5Adult0,P5Adult20,P5Adult40,P5Adult60,P5Adult80,P5Fruits0,P5Fruits20,P5Fruits40,P5Fruits60,P5Fruits80,P5Leaves0,P5Leaves20,P5Leaves40,P5Leaves60,P5Leaves80,P5Dmg0,P5Dmg20,P5Dmg40,P5Dmg60,P5Dmg80,P6Ros,P6Adult,P6Ros0,P6Ros20,P6Ros40,P6Ros60,P6Ros80,P6Adult0,P6Adult20,P6Adult40,P6Adult60,P6Adult80,P6Fruits0,P6Fruits20,P6Fruits40,P6Fruits60,P6Fruits80,P6Leaves0,P6Leaves20,P6Leaves40,P6Leaves60,P6Leaves80,P6Dmg0,P6Dmg20,P6Dmg40,P6Dmg60,P6Dmg80,P7Ros,P7Adult,P7Ros0,P7Ros20,P7Ros40,P7Ros60,P7Ros80,P7Adult0,P7Adult20,P7Adult40,P7Adult60,P7Adult80,P7Fruits0,P7Fruits20,P7Fruits40,P7Fruits60,P7Fruits80,P7Leaves0,P7Leaves20,P7Leaves40,P7Leaves60,P7Leaves80,P7Dmg0,P7Dmg20,P7Dmg40,P7Dmg60,P7Dmg80,P8Ros,P8Adult,P8Ros0,P8Ros20,P8Ros40,P8Ros60,P8Ros80,P8Adult0,P8Adult20,P8Adult40,P8Adult60,P8Adult80,P8Fruits0,P8Fruits20,P8Fruits40,P8Fruits60,P8Fruits80,P8Leaves0,P8Leaves20,P8Leaves40,P8Leaves60,P8Leaves80,P8Dmg0,P8Dmg20,P8Dmg40,P8Dmg60,P8Dmg80,P9Ros,P9Adult,P9Ros0,P9Ros20,P9Ros40,P9Ros60,P9Ros80,P9Adult0,P9Adult20,P9Adult40,P9Adult60,P9Adult80,P9Fruits0,P9Fruits20,P9Fruits40,P9Fruits60,P9Fruits80,P9Leaves0,P9Leaves20,P9Leaves40,P9Leaves60,P9Leaves80,P9Dmg0,P9Dmg20,P9Dmg40,P9Dmg60,P9Dmg80,P10Ros,P10Adult,P10Ros0,P10Ros20,P10Ros40,P10Ros60,P10Ros80,P10Adult0,P10Adult20,P10Adult40,P10Adult60,P10Adult80,P10Fruits0,P10Fruits20,P10Fruits40,P10Fruits60,P10Fruits80,P10Leaves0,P10Leaves20,P10Leaves40,P10Leaves60,P10Leaves80,P10Dmg0,P10Dmg20,P10Dmg40,P10Dmg60,P10Dmg80,email_update,email_update_address,Day,Year,second_survey,P1RosFung,P1AdultFung,P1Fung0,P1Fung20,P1Fung40,P1Fung60,P1Fung80,P2RosFung,P2AdultFung,P2Fung0,P2Fung20,P2Fung40,P2Fung60,P2Fung80,P3RosFung,P3AdultFung,P3Fung0,P3Fung20,P3Fung40,P3Fung60,P3Fung80,P4RosFung,P4AdultFung,P4Fung0,P4Fung20,P4Fung40,P4Fung60,P4Fung80,P5RosFung,P5AdultFung,P5Fung0,P5Fung20,P5Fung40,P5Fung60,P5Fung80,P6RosFung,P6AdultFung,P6Fung0,P6Fung20,P6Fung40,P6Fung60,P6Fung80,P7RosFung,P7AdultFung,P7Fung0,P7Fung20,P7Fung40,P7Fung60,P7Fung80,P8RosFung,P8AdultFung,P8Fung0,P8Fung20,P8Fung40,P8Fung60,P8Fung80,P9RosFung,P9AdultFung,P9Fung0,P9Fung20,P9Fung40,P9Fung60,P9Fung80,P10RosFung,P10AdultFung,P10Fung0,P10Fung20,P10Fung40,P10Fung60,P10Fung80,CoverPic_Mean
99,6/23/2011__11:03:53_AM,6/23/2011__11:32:10_AM,REDACTED,ADDUM1,Europe,REDACTED,REDACTED,REDACTED,6/22/2011,47.403011,26.324303,362,200,40,REDACTED,Roadside,NA,0,1,0,0,1,0,0,NA,10,0,9,NA,NA,NA,NA,NA,90,80,68,NA,NA,41,15,36,NA,NA,11,7,35,NA,NA,5,3,16,NA,NA,0,6,NA,NA,NA,NA,NA,82,73,78,NA,NA,41,24,14,NA,NA,18,9,8,NA,NA,8,5,4,NA,NA,0,7,NA,NA,NA,NA,NA,76,78,78,NA,82,17,39,33,NA,45,7,11,16,NA,10,4,7,8,NA,8,2,7,NA,NA,NA,NA,6,NA,NA,58,54,57,NA,NA,13,11,9,NA,NA,10,7,6,NA,NA,3,4,2,2,19,4,NA,NA,NA,NA,76,66,65,NA,51,19,13,15,NA,9,7,7,7,NA,5,3,5,4,NA,5,3,6,NA,NA,NA,NA,6,NA,NA,NA,75,66,NA,NA,NA,25,25,NA,NA,NA,11,8,NA,NA,NA,2,3,1,4,NA,NA,NA,NA,5,46,52,NA,75,62,5,7,NA,26,18,6,7,NA,6,7,2,5,NA,2,2,2,14,6,NA,NA,10,NA,47,88,85,90,NA,8,61,52,46,NA,10,21,20,9,NA,5,4,5,3,NA,0,12,NA,NA,NA,NA,NA,96,NA,84,NA,93,42,NA,25,NA,37,18,NA,12,NA,16,5,NA,4,NA,3,4,28,NA,NA,8,12,NA,101,97,106,95,64,42,56,38,34,17,18,21,14,10,9,5,6,5,4,4,YES,adiaconu@yahoo.com,172,2011,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,92.9
100,6/23/2011__1:33:22_PM,6/23/2011__2:08:00_PM,REDACTED,SMAKC1,NorthAm,REDACTED,REDACTED,REDACTED,6/21/2011,41.173591,-81.643766,307,40,90,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,16,1,17,19,22,16,23,NA,NA,NA,NA,106,NA,NA,NA,NA,37,NA,NA,NA,NA,23,NA,NA,NA,NA,5,6,0,9,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,14,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,13,10,12,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14,7.5,11,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,10,8,13,7,8,67,NA,NA,NA,NA,11,NA,NA,NA,NA,13,NA,NA,NA,NA,1,NA,NA,NA,NA,18,0,10,8,13,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,12,10,14,3,NA,NA,74,NA,NA,NA,NA,13,NA,NA,NA,NA,17,NA,NA,NA,NA,2,NA,NA,NA,15,6,12,9,NA,13,6.5,NA,54,64,112,58,NA,3,6,20,6,NA,14,7,18,10,NA,5,2,3,2,30,0,6.5,14,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,samuel.mudd@gmail.com,171,2011,1,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,92.46
100,6/23/2011__1:33:22_PM,6/23/2011__2:20:20_PM,REDACTED,SMAKC2,NorthAm,REDACTED,REDACTED,REDACTED,6/21/2011,41.06973,-81.612845,305,665,70,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,24,4,3,2,NA,3,8,64.8,NA,NA,NA,70,8,NA,NA,NA,9,4,NA,NA,NA,8,1,NA,NA,NA,2,14,2,2,4,3.5,14,8,NA,66.1,NA,66.9,NA,NA,8,NA,10,NA,NA,7,NA,5,NA,NA,0,NA,0,NA,22,0,8.5,6,11,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,2,3,4.5,7,4,6,NA,NA,NA,NA,120,NA,NA,NA,NA,29,NA,NA,NA,NA,14,NA,NA,NA,NA,0,88,4,6,7.5,5,6.5,6,NA,NA,NA,NA,89,NA,NA,NA,NA,17,NA,NA,NA,NA,9,NA,NA,NA,NA,0,50,4,4,3,3,6.5,7.5,75,100,83,NA,NA,12,23,14,NA,NA,9,12,6,NA,NA,2,4,3,NA,NA,15,1,4,4,8,6,5,NA,NA,NA,NA,102,NA,NA,NA,NA,23,NA,NA,NA,NA,12,NA,NA,NA,NA,3,27,1,5.5,6,2,5,7,NA,38,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,24,1,10,4.5,4,5.5,8,NA,NA,NA,95.5,NA,NA,NA,NA,17,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,50,3,6,4,4,3.5,10,NA,54.5,61,NA,NA,NA,8,8,NA,NA,NA,7,7,NA,NA,NA,1,0,NA,NA,YES,rjm2@uakron.edu,171,2011,1,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,88.96
22,6/27/2011__9:11:45_AM,6/27/2011__9:33:08_AM,REDACTED,LGESC1,Europe,REDACTED,REDACTED,REDACTED,6/22/2011,40.568,-4.155,1024,5000,80,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,0,28,NA,NA,NA,NA,NA,138,143,107,128,85,33,73,47,25,8,22,26,19,9,5,9,12,9,9,5,0,54,NA,NA,NA,NA,NA,94,71,123,77,91,16,7,34,8,10,9,7,17,8,9,7,6,13,7,6,0,55,NA,NA,NA,NA,NA,74,97,80,104,70,5,12,9,15,4,8,7,14,8,4,7,6,7,7,3,0,50,NA,NA,NA,NA,NA,59,89,94,90,73,2,6,10,7,5,8,7,9,9,7,8,7,9,8,5,0,70,NA,NA,NA,NA,NA,57,58,102,93,111,2,3,14,7,16,7,6,8,8,9,3,5,8,6,8,2,45,NA,NA,NA,3.5,1.5,50,67,77,89,71,2,4,5,8,6,5,8,6,7,5,3,5,5,6,5,5,12,2,3,5,NA,NA,53,90,107,96,80,4,10,18,13,6,3,9,9,5,9,3,9,8,5,6,2,11,2,2.5,NA,NA,NA,NA,110,NA,84,67,NA,13,NA,10,5,NA,10,NA,5,7,NA,10,NA,5,6,1,44,NA,NA,NA,NA,1.5,58,77,97,52,30,5,6,9,3,1,7,8,10,6,5,7,6,9,5,4,10,39,1,NA,3,4,4,48,92,37,88,86,3,7,0,8,5,4,8,7,7,8,4,6,6,7,3,YES,luis.gimenez@urjc.es,172,2011,1,0,28,6,21,13,6,4,0,48,4,0,14,0,2,0,20,0,4,0,3,0,0,6,0,0,2,0,0,0,25,0,0,4,0,2,0,8,0,0,0,2,0,0,5,0,0,3,1,2,0,4,NA,5,NA,1,1,0,20,2,0,4,0,0,0,14,0,6,0,2,3,82.51
101,6/27/2011__1:07:25_PM,6/27/2011__1:43:31_PM,REDACTED,CMICI1,NorthAm,REDACTED,REDACTED,REDACTED,6/11/2011,41.72149,-91.523007,200.8632,75,70,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,0,13,NA,NA,NA,NA,NA,101.6,63.5,121.92,88.9,93.98,36,12,59,13,33,12,13,17,20,12,1,1,1,2,0,26,0,NA,NA,NA,NA,NA,99.06,91.44,101.6,63.5,68.58,36,26,37,24,10,19,13,17,21,13,0,1,2,1,1,10,9,3.81,2.54,5.08,5.08,6.35,101.6,109.22,68.58,81.28,99.06,26,53,12,17,50,15,39,15,15,18,0,2,1,0,0,27,17,10.16,5.08,6.35,7.62,7.62,43,34,27,30,38,33,21,14,12,50,14,14,11,17,16,2,1,0,0,2,127,0,7.62,5.08,2.54,10.16,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,5.08,7.62,12.7,10.16,15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,2.54,2.54,3.81,2.54,NA,76.2,86.36,60.96,93.98,66.04,15,24,8,35,21,10,15,9,15,12,1,0,0,1,1,0,16,NA,NA,NA,NA,NA,76.2,93.98,91.44,81.28,76.2,15,67,34,38,18,9,27,12,23,11,1,0,1,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,109.22,114.3,NA,NA,NA,60,71,NA,NA,NA,34,36,NA,NA,NA,0,0,NA,0,12,NA,NA,NA,NA,NA,88.9,93.98,91.44,101.6,104.14,36,63,40,46,6,12,28,15,20,50,0,0,0,0,0,YES,connie-mutel@uiowa.edu,161,2011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,4,2,2,4,27,12,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,85.97
102,6/27/2011__1:41:58_PM,6/27/2011__2:27:22_PM,REDACTED,JPOXF1,NorthAm,REDACTED,REDACTED,REDACTED,6/22/2011,39.520672,-84.703036,280,900,90,REDACTED,Other(Specify),Population_is_just_inside_of_a_forest_edge_<10_m_from_edge.__It_had_charecteristics_of_both_an_edge_and_understory.,0,0,0,0,0,0,1,NA,10,97,0,8,7,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,0,4,6,8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0,3,7,3,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,0,5,6,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,0,6,8,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,0,8,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,0,2,5,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,0,9,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,0,9,6,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,6,5,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,peeblejr@muohio.edu,172,2011,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,91.99
103,6/27/2011__2:04:16_PM,6/27/2011__3:35:39_PM,REDACTED,DSCRA2,NorthAm,REDACTED,REDACTED,REDACTED,6/1/2011,40.667309,-74.313025,31,50,30,REDACTED,Roadside,NA,0,1,0,0,0,0,1,NA,10,92,4,8,7,4,3,5,NA,NA,60,100,111,NA,NA,29,46,24,NA,NA,11,18,17,NA,NA,2,5,4,569,1,4,6,4,3,7,NA,NA,NA,NA,92,NA,NA,NA,NA,71,NA,NA,NA,NA,26,NA,NA,NA,NA,7,365,1,8,7,4,6,5,NA,NA,NA,NA,95,NA,NA,NA,NA,32,NA,NA,NA,NA,11,NA,NA,NA,NA,3,407,3,3,4,7,5,3,75,92,NA,NA,NA,74,86,NA,48,NA,31,36,NA,54,NA,9,5,NA,12,NA,26,4,4,6,7,7,8,NA,NA,NA,90,NA,NA,NA,NA,8.4,NA,NA,NA,NA,17,NA,NA,NA,NA,3,NA,15,13,6,4,8,9,4,97,33,81,83,27,85,4,79,28,1,50,17,24,19,12,16,5,5,8,5,22,5,3,NA,NA,NA,NA,NA,NA,71,95,NA,NA,NA,42,82,NA,NA,NA,11,18,NA,NA,NA,5,3,NA,30,8,3,NA,NA,NA,1,NA,NA,10,15,85,NA,NA,95,10,38,NA,NA,34,17,15,NA,NA,7,4,5,22,3,20,5,21,5,5,NA,NA,70,80,NA,NA,NA,36,7,NA,4,12,24,15,NA,2,5,8,5,NA,20,13,NA,20,10,10,5,95,85,NA,NA,55,38,31,NA,NA,15,19,41,NA,4,15,6,9,NA,4,0,YES,dshebitz@gmail.com,151,2011,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,0,1,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,90.72
102,6/27/2011__2:27:49_PM,6/27/2011__2:36:53_PM,REDACTED,JPOXF2,NorthAm,REDACTED,REDACTED,REDACTED,6/24/2011,39.529148,-84.716294,263,350,15,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,27,0,6,1,6,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,15,9,5,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,11,4,14,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,5,9,10,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,17,8,13,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,10,7,3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0,6,7,14,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,6,8,6,5,7,NA,NA,NA,38,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,12,0,7,8,5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,5,4,6,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,peeblejr@muohio.edu,174,2011,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,94.83
104,6/27/2011__3:52:37_PM,6/27/2011__4:41:12_PM,REDACTED,MMTOL1,NorthAm,REDACTED,REDACTED,REDACTED,6/9/2011,41.693472,-83.669222,240,200,95,REDACTED,Forest_Understory,NA,1,0,0,0,0,0,1,NA,10,20,3,3,4,4,5,5,61,88,NA,NA,NA,12,19,NA,NA,NA,10,14,NA,NA,NA,3,6,NA,NA,NA,4,0,5,2,2,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,3,4,9,7,3,NA,37,NA,67,NA,NA,5,NA,17,NA,NA,9,NA,12,NA,NA,0,NA,1,NA,26,0,3,7,5,21,6,NA,NA,40,51,NA,NA,NA,7,13,NA,NA,NA,12,12,NA,NA,NA,0,0,NA,8,0,6,8,4,NA,6,104,NA,NA,37,110,55,NA,NA,9,47,18,NA,NA,6,20,2,NA,NA,1,8,12,6,4,4,3.5,2,6,NA,NA,20,53,NA,NA,NA,5,10,NA,NA,NA,8,12,NA,NA,NA,0,0,NA,13,1,6,8,2,6,4,NA,NA,54,NA,43,NA,NA,10,NA,6,NA,NA,10,NA,10,NA,NA,0,NA,1,5,0,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,7,4,10,10,77,NA,NA,NA,NA,26,NA,NA,NA,NA,13,NA,NA,NA,NA,0,NA,NA,NA,NA,15,1,3,2,3,4,5,NA,NA,NA,NA,73,NA,NA,NA,NA,19,NA,NA,NA,NA,11,NA,NA,NA,NA,0,NA,NA,159,2011,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,88.12
104,6/27/2011__4:41:54_PM,6/27/2011__5:03:31_PM,REDACTED,MMTOL2,NorthAm,REDACTED,REDACTED,REDACTED,6/9/2011,41.666778,-83.593861,207,190,75,REDACTED,Roadside,NA,0,1,0,0,0,0,1,NA,10,240,0,23,26,18,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,0,15,16,13,14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,10,10,14,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,24,14,16,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0,8,12,11,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,8,10,15,13,19,15,47,63,74,77,95,15,37,41,42,98,11,18,12,12,23,0,3,0,0,0,140,1,16,17,13,10,11,66,91,NA,85,82,41,67,NA,88,76,18,24,NA,19,54,0,0,NA,0,2,110,4,13,12,15,13,16,NA,67,41,37,NA,NA,44,15,10,NA,NA,19,8,8,NA,NA,0,0,3,NA,60,0,19,18,26,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,15,15,22,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,2011,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,91.67
104,6/27/2011__5:03:47_PM,6/27/2011__5:24:35_PM,REDACTED,MMTOL3,NorthAm,REDACTED,REDACTED,REDACTED,6/24/2011,41.612556,-83.642056,245,1500,75,REDACTED,Other(Specify),Forest_Understory/_Forest_Edge_Next_To_Walking_Path,1,0,0,0,0,0,1,NA,10,65,3,7,11,5,5,10,68,100,NA,90,87,14,49,NA,19,13,11,22,NA,11,12,1,2,NA,0,0,8,30,5,3,NA,NA,3,85,98,97,90,67,16,26,37,19,18,11,12,16,14,19,0,0,0,0,0,20,30,2.5,3,10,7,4,85,79,101,52,87,15,14,14,8,26,17,10,14,10,12,2,0,0,0,0,20,46,8,3,4,5,7,98,56,86,60,74,24,6,18,8,12,12,7,14,10,9,0,0,0,0,2,25,26,7,11,7,9,8,77,63,72,45,77,14,15,10,4,10,10,10,11,11,12,0,0,0,0,0,26,20,6,10,13,12,10,83,69,55,77,70,15,16,11,11,10,17,10,7,14,11,0,0,3,1,0,35,9,8,10,10,9,10,42,50,76,72,83,15,5,16,14,22,13,9,12,15,14,2,0,0,0,0,26,10,10,15,14,12,13,99,76,52,52,NA,23,13,6,5,NA,17,14,11,10,NA,0,0,1,0,NA,39,13,16,13,8,12,7,43,61,85,65,66,17,14,12,12,7,8,12,11,9,13,0,0,0,0,0,12,6,4,10,7,8,10,NA,51,57,68,NA,NA,9,12,13,NA,NA,10,8,9,NA,NA,0,0,0,NA,NA,NA,174,2011,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,87.11
